Text,Index
"['全部', '想']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['最想', '參加', '友愛', '信箱', '活動']",0
"['全部', '想', '參加']",1
"['想要', '參加', '活動', '按', '讚', '送', '限量', '專屬', '海報', '入場券', '更好', '票票票']",0
"['全部', '想', '參加']",1
"['最想', '參加', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['最想', '參加', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['最想', '參加', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '按', '讚', '送', '限量', '專屬', '紀念', '海報']",1
"['想', '參加', '活動', '按', '讚', '贈送', '限量', '紀念', '海報']",0
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['最想', '參加', '活動', '按', '讚', '送', '限量', '專屬', '紀念', '海報']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['全部', '想', '參加']",1
"['全部', '想', '參加']",1
"['拜託', '抽', '抽', '超想', '演唱會', '全力', '祈禱', '中']",0
"['拜託', '抽', '抽', '超想', '演唱會', '全力', '祈禱', '中']",3
"['拜託', '抽', '抽', '超想', '演唱會', '全力', '祈禱', '中']",1
"['希望', '真的', '抽到']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '按', '讚', '送', '限量', '專屬', '紀念', '海報']",0
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '二', '攤位', '拍照', '上傳', '演唱會', '周邊', '天天', '抽']",0
"['想', '參加', '活動', '二', '攤位', '拍照', '上傳', '演唱會', '周邊', '天天', '抽']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動']",3
"['想', '參加', '活動']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '二', '拜託', '抽到']",9
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '按', '讚', '送', '限量', '專屬', '紀念', '海報']",3
"['最想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['最想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['最想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['最想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['最想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['最想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['希望', '抽中']",1
"['活動', '一二三', '想', '參加', '更想', '抽中', '演唱會', '門票']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
['活動'],3
['活動'],1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['最想', '參加', '活動', '三', '友愛', '信箱']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['最想', '參加', '活動', '三', '友愛', '信息']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '按', '讚', '送', '限量', '專屬', '紀念', '海報', '活動']",0
"['想要', '參加', '活動', '二', '攤位', '拍照', '上傳', '演唱會', '周邊', '天天', '抽']",6
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['最想', '參加', '活動']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['想', '參加', '活動', '按', '讚', '送', '限量', '專屬', '紀念', '海報']",0
"['想', '參加', '活動', '按', '讚', '送', '限量', '專屬', '紀念', '海報']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['全部', '參加']",0
"['最想', '參加', '活動']",1
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",3
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",15
"['想', '參加', '活動', '三', '友愛', '信箱', '幫', '傳遞', '心聲', '給', '學友', '哥']",1
"['車子', '帥氣']",18
"['哈哈哈', '太', '可愛']",2
"['台灣', '郭', '婞', '淳', '比', '稀有']",2
"['開窗', '反應', '太', '冷靜', '竟然', '不', '認識', '舉重', '女神']",5
"['等', '敞篷']",0
"['平生', '不識', '郭幸淳', '便稱', '英雄', '枉然']",2
"['每天', '扛', '著車', '跑', '買車', '健身']",2
"['於此', '篇', '貼文', '底下', '留言', '想要', '抽到', '哪位', '歌手', '簽名', '照', '即可', '獲得', '抽獎', '資格', '囉']",11
"['轉播', '資訊', '請', '參考', '官網']",3
"['轉播', '資訊', '請', '參考', '官網']",1
"['想要', '糜', '先生', '簽名', '拍', '立得']",0
"['想要', '幻藍', '小熊', '簽名', '照']",0
"['想要', '孫盛希', '簽名', '照']",9
"['想要', '麋', '先生', '簽名', '照']",0
"['想要', '抽到', '怪物', '星人', '簽名', '照']",1
"['想要', '簽名', '照']",0
"['最想', '抽到', '簽名', '照']",3
"['最想', '抽到', '簽名', '照']",11
"['最想', '抽到', '簽名', '照']",1
"['想要', '幻藍', '小熊', '簽名', '照']",19
"['想要', '抽到', '簽名', '照']",0
"['想要', '抽到', '怪物', '星人', '簽名', '照']",1
"['想要', '幻藍', '小熊', '簽名', '照']",1
"['想要', '麋', '先生', '簽名', '照']",9
"['想要', '玖', '壹', '壹', '春風', '簽名', '照']",3
"['想要', '玖', '壹', '壹', '春風', '簽名', '照']",1
['想要'],0
"['麋', '先生', '簽名', '照']",1
"['想要', '抽到', '簽名', '照']",3
"['想要', '幻藍', '小熊', '簽名', '照']",0
"['想要', '簽名', '照']",11
"['想要', '簽名', '照']",0
['小熊'],14
"['想要', '抽到', '徐暐翔', '簽名', '照', '新增', '徐暐翔', '項目', '最愛', '社群', '小編']",9
"['想要', '簽名', '照']",11
"['想要', '幻藍', '小熊', '簽名', '照']",19
"['想要', '簽名', '照']",3
"['最想', '抽到', '理想', '混蛋', '簽名', '照']",1
"['想要', '麋', '先生', '簽名', '照']",3
"['想要', '簽名', '照']",0
"['想要', '抽到', '簽名', '照']",3
"['想要', '麋', '先生', '簽名', '照']",0
"['想要', '抽到', '簽名', '照']",3
"['想要', '抽到', '簽名', '照']",3
"['想要', '抽到', '怪物', '星人', '簽名', '照']",0
"['想要', '簽名', '照']",7
"['想要', '抽到', '簽名', '照']",1
"['想要', '麋', '先生', '簽名', '照']",0
"['想要', '幻藍', '小熊']",0
"['想要', '幻藍', '小熊']",0
"['想要', '抽到', '怪物', '星人', '簽名', '照']",0
"['想要', '怪物', '星人', '簽名', '照']",1
"['想要', '簽名', '照']",3
"['想要', '簽名', '照']",1
"['想要', '幻藍', '小熊', '簽名', '照']",16
"['想要', '幻藍', '小熊', '簽名', '照']",0
"['想要', '幻藍', '小熊', '簽名', '照']",1
"['想要', '幻藍', '小熊', '簽名', '照']",0
"['想要', '幻藍', '小熊', '簽名', '照']",1
"['想要', '理想', '混蛋', '簽名', '照']",6
"['想要', '理想', '混蛋', '簽名', '照']",4
"['想要', '麋', '先生', '簽名', '照']",1
"['最想', '抽到', '拍', '立得']",4
"['最想', '抽到', '拍', '立得']",9
"['最想', '抽到', '拍', '立得']",1
"['想要', '麋', '先生', '簽名', '照']",1
"['想要', '鼓鼓', '簽名', '照']",1
"['最想', '抽到', '幻藍', '小熊', '拍', '立得']",0
"['想要', '麋', '先生', '拍', '立得']",0
"['想要', '抽到', '怪物', '星人', '簽名', '照']",19
"['想要', '簽名', '照']",7
"['想要', '簽名', '照']",1
"['想要', '簽名', '照']",19
"['想要', '陳', '嘉樺', '簽名', '照', '獎項', '好像', '沒有']",16
"['想要', '理想', '混蛋', '簽名', '照']",1
"['想要', '簽名', '照']",16
"['最想', '抽到', '怪物', '星人', '簽名', '照']",0
"['想要', '幻藍', '小熊', '簽名', '照']",19
"['想要', '幻藍', '小熊']",19
"['想要', '麋', '先生', '簽名', '拍', '立得']",16
"['想要', '簽名', '照']",0
"['想要', '抽到', '幻藍', '小熊', '簽名', '照']",16
"['最想', '抽到', '簽名', '照']",0
"['想要', '幻藍', '小熊', '簽名', '照']",4
"['想要', '幻藍', '小熊', '簽名', '照']",14
"['想要', '簽名', '照']",4
"['想要', '簽名', '照']",7
"['想要', '拍', '立得']",16
"['想要', '幻藍', '小熊', '簽名', '照']",19
"['想要', '簽名', '照']",3
"['想要', '簽名', '照']",1
"['最想', '抽到', '簽名', '拍', '立得']",3
"['最想', '抽到', '簽名', '拍', '立得']",1
"['想要', '幻藍', '小熊']",19
"['想要', '怪物', '星人', '簽名', '照']",19
"['想要', '怪物', '星人', '簽名', '照']",3
"['想要', '抽到', '麋', '先生', '簽名', '照']",1
"['最想', '抽到', '麋', '先生', '簽名', '拍', '立得']",1
"['想要', '幻藍', '小熊', '簽名', '照']",19
"['想要', '怪物', '星人', '簽名', '拍', '立得']",3
"['想要', '幻藍', '小熊', '親簽', '拍', '立得']",19
"['想要', '怪物', '星人', '簽名', '照']",0
"['想要', '怪物', '星人', '簽名', '照']",4
"['想要', '麋', '先生', '簽名', '拍', '立得']",1
"['友愛', '信箱', '活動', '預告', '加碼', '抽', '門票']",3
"['友愛', '信箱', '活動', '預告', '加碼', '抽', '門票']",15
"['將在', '場次', '演出', '日', '當天', '舉辦', '友愛', '信箱', '活動']",11
"['幫', '轉交', '信件', '傳遞', '心聲', '給歌', '神', '張學友']",3
"['幫', '轉交', '信件', '傳遞', '心聲', '給歌', '神', '張學友']",1
"['收信', '時間', '演出', '開始', '前', '週五', '週六', '日']",15
"['收信', '地點', '台北', '小', '巨蛋', '攤位', '南京東路', '敦化北路', '交叉口']",15
"['收信', '尺寸', '長', '寬', '以內']",15
"['只收', '信件', '一律', '不', '收', '其餘', '禮物', '唷']",15
"['追蹤', '按', '讚', '粉絲團', '機會', '送', '看', '張學友', '演唱會']",19
"['贈票', '好康', '活動', '不', '漏接']",0
"['友愛', '信箱', '活動', '預告', '加碼', '抽', '門票', '活動', '辦法']",3
"['友愛', '信箱', '活動', '預告', '加碼', '抽', '門票', '活動', '辦法']",15
"['本則', '貼文', '留言', '一位', '朋友', '留言', '預計', '何時', '參加', '友愛', '信箱', '活動', '小編', '先來', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",1
['點'],1
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",0
"['參加', '友愛', '信箱', '活動']",15
"['參加', '超有', '愛', '信箱', '活動']",15
"['參加', '超有', '愛', '信箱', '活動']",1
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['月', '號', '參加', '友愛', '信箱', '活動']",15
"['我們', '預計', '參加', '一定', '抽中']",0
"['我們', '預計', '參加', '一定', '抽中']",15
"['我們', '預計', '參加', '一定', '抽中']",1
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '超有', '愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動', '信']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['想', '看', '張學友', '參加', '友愛', '信箱', '活動']",15
"['想', '看', '張學友', '參加', '友愛', '信箱', '活動']",14
"['預計', '參加', '超有', '愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['預計', '參加', '友愛', '信箱', '活動']",15
['學友'],1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",1
"['預計', '參加', '超有', '愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '超有', '愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參與', '友愛', '信箱', '活動']",15
"['號', '參加', '友愛', '信箱', '活動']",15
"['投進', '我給', '學友', '信']",1
"['參加', '超有', '愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['號', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",1
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['我們', '預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['號', '參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['五', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['五', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
['點'],1
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['月', '號', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",1
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '活動']",0
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '超有', '愛', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",1
"['參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['預計', '參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",0
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
"['參加', '友愛', '信箱', '活動']",15
